,pr_auc,pr_auc,roc_auc,roc_auc,precision,precision,recall,recall,fp,fp,fn,fn,tp,tp
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
run,,,,,,,,,,,,,,
baseline,0.8353947254490505,0.0018512495579537456,0.9708503310667624,0.0038437101803476675,0.972953216374269,0.012808052242642743,0.7508771929824561,0.016079212964757308,2.0,1.0,23.666666666666668,1.5275252316519472,71.33333333333333,1.5275252316519485
engineered,0.8193649009708897,0.0021792520131175734,0.9744610816550829,0.0042261970582075795,0.9571198830409356,0.018157912393697122,0.7754385964912279,0.012154742509255316,3.3333333333333335,1.5275252316519468,21.333333333333332,1.1547005383792517,73.66666666666667,1.1547005383792526
